s_m_entry_id	ID	r_glide_XP_GScore	ALogP	Molecular_Weight	Molecular_Volume	Molecular_PolarSurfaceArea	Molecular_Solubility	maccs
34	4-(3-#[(2-furylmethyl)amino]carbonyl#anilino)-4-oxobutanoic acid	-6.16059	0.238	321.348	201.34	117.31	-3.538	"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 1 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1
 1 0 0 0 0 0 1 1 0 0 0 0 1 0 1 0 0 0 0 0 1 1 1 0 1 1 1 0 1 1 0 1 0 0 0 1 1
 0 0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0]"
35	N-[3-(1,3-benzodioxol-5-yl)-2-(2-furoylamino)acryloyl]-beta-alanine	-6.456715	0.357	377.369	228.09	135.77	-3.56	"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 1 0 0 1 0 0 1 1 0 0 0 0 0 0 1 1 1 0 0 1 1 1 0 1 1 1 0 0 1 1 0 0 0 1 1
 1 0 1 0 0 0 1 1 0 1 0 0 1 0 1 0 0 0 0 0 1 1 0 0 0 1 1 1 1 1 0 1 0 1 0 1 1
 0 0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0]"
36	N-[2-(2-furoylamino)-3-(4-methoxyphenyl)acryloyl]-beta-alanine	-6.64377	0.572	363.385	229.12	126.54	-4.289	"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 1 0 0 1 0 0 1 1 0 0 0 0 0 0 1 1 1 1 0 1 1 1 0 1 1 0 0 0 1 0 0 0 0 0 1
 1 0 1 0 0 0 1 1 0 0 0 0 1 0 1 1 1 0 0 0 1 1 0 0 0 1 1 0 1 1 0 1 1 0 0 1 1
 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0]"
37	5-anilino-4,4-dimethyl-5-oxopentanoic acid	-6.439536	1.6	240.319	165.66	75.06	-3.02	"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1
 0 1 0 0 1 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 1 0 0 0 0 0 0 1 1
 0 1 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0]"
38	1-allyl-4-hydroxy-2-oxo-N-(4-pyridinylmethyl)-1,2-dihydro-3-quinolinec	-6.972757	1.693	340.396	218.49	91.2	-3.629	"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0 1 1 0 1 0 0 0 0 1 1 1 1 1 0 0 0 1 0 0 0 0 1
 0 0 1 0 0 0 1 0 0 1 1 1 0 0 1 0 1 0 0 0 1 0 0 0 0 1 1 1 1 0 0 1 1 1 1 1 0
 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0]"
39	1-(4-morpholinyl)-3-[4-(1,3,4-oxadiazol-2-yl)phenoxy]-2-propanol	-7.262079	0.104	308.353	201.68	88.01	-3.421	"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0
 0 1 0 0 0 0 1 0 1 1 0 1 1 0 0 0 1 1 1 0 1 1 1 1 1 0 1 0 0 0 1 0 0 0 0 1 1
 1 0 1 0 0 0 1 1 0 1 1 1 0 1 1 1 1 1 1 0 1 1 0 0 0 0 1 1 1 1 0 1 1 0 1 1 1
 1 0 0 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0]"
40	1-#4-[2-hydroxy-3-(4-morpholinyl)propoxy]phenoxy#-3-(4-morpholinyl)-2-	-7.811694	0.104	399.502	274.39	91.02	-2.68	"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 1 0 0 0 0 0 0 1 0 0 1 1 0 0 0 1 1 0 0 0 1 0 1 1 0 1 0 0 0 1 0 0 0 0 1 0
 1 0 1 0 0 0 0 1 0 1 1 1 0 0 0 1 1 1 1 0 1 1 0 0 0 0 1 1 1 1 0 1 1 0 1 1 1
 1 0 0 1 1 1 0 1 0 1 1 1 0 1 1 1 1 1 0]"
41	1-[3-([1,1'-biphenyl]-4-yloxy)-2-hydroxypropyl]-4-piperidinecarboxamid	-8.062609	2.11	357.467	241.81	82.95	-5.647	"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0
 0 1 0 0 0 0 0 0 1 0 1 1 1 0 0 0 1 1 1 0 0 1 0 1 1 0 1 0 0 0 1 0 0 0 0 1 1
 1 0 1 0 0 0 1 1 0 0 1 1 0 0 1 1 1 1 1 0 1 1 0 0 0 0 1 1 1 0 0 1 1 0 1 1 1
 1 0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0]"
42	N-#4-[(4-#3-[4-(acetylamino)phenoxy]-2-hydroxypropyl#-1-piperazinyl)su	-8.283611	-0.058	493.596	315.55	143.82	-4.77	"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 1 0 0 1 1 1 1 0 0 1 0 0 1 0 0 0 0 1 1
 0 1 0 0 0 1 0 1 1 0 0 1 1 0 1 0 1 1 1 0 1 1 0 1 1 0 1 0 1 0 1 0 1 0 0 1 1
 1 1 1 0 0 0 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 0 1 1 1
 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0]"
43	ethyl 4-#[(3-amino-6-ethyl-5,6,7,8-tetrahydrothieno[2,3-b][1,6]naphthy	-7.470177	1.17	434.575	296.35	136.19	-5.321	"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1
 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 1 1 1 1 1 1 1 0 1 0 1 1 1 0 0 0 1 1 1 0 1 1 0 0 1 1 1 0 1 1 1
 1 0 0 1 0 1 1 1 0 1 1 1 1 0 1 1 0 1 1 0 1 0 1 0 1 1 1 1 0 0 0 1 0 1 1 1 1
 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0]"
44	3-methyl-5-oxo-5-[4-(2-pyridinyl)-1-piperazinyl]pentanoic acid	-6.627817	0.057	299.409	204.42	88.12	-0.985	"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0
 0 1 0 1 0 1 0 0 0 0 0 1 1 0 0 0 1 1 1 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 1
 1 0 0 0 1 0 1 1 0 1 1 1 1 0 0 0 0 1 1 0 1 1 1 0 1 1 1 1 1 0 0 1 0 0 1 1 1
 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0]"
45	5-oxo-5-[4-(2-pyridinyl)-1-piperazinyl]pentanoic acid	-6.310672	-0.195	285.382	192.07	88.12	-0.694	"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0
 0 1 0 1 0 1 0 0 0 0 0 1 1 0 0 0 1 1 1 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 1
 1 0 0 0 0 0 1 1 0 1 1 1 1 0 0 0 0 1 1 0 1 1 1 0 1 1 1 1 1 0 0 1 0 0 1 1 1
 1 0 0 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0]"
46	3-hydroxy-6-(hydroxymethyl)-2-[(4-pyridin-2-ylpiperazin-1-yl)methyl]-4	-7.89978	-0.883	325.403	207.51	100.51	-0.103	"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0
 0 1 0 1 0 1 0 0 1 0 0 1 1 0 0 1 1 1 0 0 0 1 0 1 1 0 1 0 0 0 0 0 0 0 0 1 0
 1 0 1 0 0 0 0 1 0 1 1 1 0 0 1 0 1 1 1 0 1 1 1 0 1 0 1 1 1 1 0 1 1 1 1 1 1
 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0]"
47	3-#2-[(3-methyl-2,4-dioxo-1,3-thiazolidin-5-ylidene)methyl]-1H-pyrrol-	-7.427034	2.414	333.382	202.02	113.57	-3.759	"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0
 0 1 1 0 0 0 0 1 0 1 0 1 0 0 1 1 0 0 1 1 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 1
 0 0 0 0 0 0 1 0 0 1 1 1 1 0 1 0 1 0 0 0 0 0 1 0 1 1 1 0 1 1 0 1 1 1 0 1 0
 1 0 1 0 0 0 1 0 1 1 1 1 1 1 1 1 1 1 0]"
48	3-[(5-benzylidene-3-methyl-4-oxo-1,3-thiazolidin-2-ylidene)amino]benzo	-7.091883	3.084	343.42	215.74	103.94	-4.573	"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 1 1 1 0 0 1 0 1 0 1 0 0 1 0 0 0 1 1 0 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 1
 0 0 0 0 0 0 1 0 1 1 1 1 1 0 1 0 1 0 0 0 0 0 1 0 1 1 1 0 1 0 0 1 1 0 1 1 0
 1 0 1 0 0 0 1 0 1 1 1 1 1 1 1 1 1 1 0]"
49	3-#[5-(4-chlorobenzylidene)-3-methyl-4-oxo-1,3-thiazolidin-2-ylidene]a	-7.521233	3.748	377.865	237.01	103.94	-5.387	"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 1 1 1 0 0 1 0 1 0 1 0 1 1 0 0 0 1 1 0 0 1 1 0 1 0 0 0 1 0 0 1 1 0 0 1
 0 0 0 0 0 0 1 0 1 1 1 1 1 0 1 0 1 0 0 0 0 0 1 1 1 1 1 0 1 0 0 1 1 0 1 1 0
 1 0 1 0 0 0 1 0 1 1 1 1 1 1 1 1 1 1 0]"
50	4-#[4-oxo-2-(phenylimino)-5-(3-thienylmethylene)-1,3-thiazolidin-3-yl]	-6.413302	4.329	425.544	265.82	132.18	-6.555	"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 1 1 1 0 0 1 0 1 0 1 0 0 1 0 0 0 1 0 0 0 1 1 0 1 1 0 0 0 0 0 1 0 0 0 1
 0 0 0 0 0 0 1 0 1 1 1 1 1 0 1 0 1 0 0 0 0 0 1 0 1 1 1 0 1 0 0 1 1 0 1 1 0
 1 0 1 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0]"
51	5-[(5-benzylidene-3-methyl-4-oxo-1,3-thiazolidin-2-ylidene)amino]-2-ch	-7.235357	3.748	377.865	235.98	103.94	-5.387	"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 1 1 1 0 0 1 0 1 0 1 0 1 1 0 0 0 1 1 0 0 1 1 0 1 0 0 0 1 0 0 1 1 0 0 1
 0 0 0 0 0 0 1 0 1 1 1 1 1 0 1 0 1 0 0 0 0 0 1 1 1 1 1 0 1 0 0 1 1 1 1 1 0
 1 0 1 0 0 0 1 0 1 1 1 1 1 1 1 1 1 1 0]"
52	2-chloro-5-#[5-(4-chlorobenzylidene)-3-methyl-4-oxo-1,3-thiazolidin-2-	-7.440649	4.413	412.31	250.04	103.94	-6.2	"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 1 1 1 0 0 1 0 1 0 1 0 1 1 0 0 0 1 1 0 0 1 1 0 1 0 0 0 1 0 0 1 1 0 0 1
 0 0 0 0 0 0 1 0 1 1 1 1 1 0 1 0 1 0 0 0 0 0 1 1 1 1 1 0 1 0 0 1 1 1 1 1 0
 1 0 1 0 0 0 1 0 1 1 1 1 1 1 1 1 1 1 0]"
53	4-#[(2,4-dioxo-1,3-thiazolidin-3-yl)methyl]amino#benzoic acid	-6.999699	0.789	271.313	161.55	120.68	-1.55	"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 1 0 0 0 1 1 1 0 1 0 0 1 1 0 1 1 0 0 0 1 1 0 0 1 0 0 0 0 0 1 0 0 0 1
 1 0 0 0 0 0 1 0 0 1 1 1 1 0 0 0 1 1 1 0 1 1 1 0 1 1 1 1 1 1 0 1 1 0 0 1 0
 1 0 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0]"
54	2-chloro-5-#[5-(3-chloro-4-hydroxy-5-methoxybenzylidene)-3-methyl-4-ox	-7.501235	4.154	458.336	279.54	133.4	-5.816	"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 1 1 1 1 0 0 1 0 1 0 1 0 1 1 0 0 0 1 1 0 0 1 1 0 1 0 0 0 1 0 0 1 1 0 0 1
 0 0 1 0 0 0 1 0 1 1 1 1 1 0 1 1 1 0 0 0 1 0 1 1 1 1 1 0 1 1 0 1 1 1 1 1 0
 1 1 1 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 0]"
55	3-#[5-(1-naphthylamino)-2,4-dioxo-1,3-thiazolidin-3-yl]methyl#benzoic	-6.32641	3.718	397.467	246.61	120.68	-5.292	"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 1 1 1 0 1 0 1 0 0 1 1 0 1 1 0 0 1 1 1 0 0 1 1 0 0 0 1 1 0 0 0 1
 0 0 0 0 0 0 1 0 0 1 1 1 1 0 1 0 1 0 0 0 1 0 1 0 1 1 1 0 1 1 0 1 1 0 1 1 0
 1 0 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0]"
56	N'-(1,3-benzodioxol-5-ylmethylene)-6-oxo-1,4,5,6-tetrahydro-3-pyridazi	-6.239179	0.142	288.259	171.84	101.38	-2.645	"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0
 0 0 0 0 1 1 1 0 0 1 0 0 0 0 0 0 1 1 1 0 1 1 1 1 1 0 0 1 0 0 1 1 0 0 0 1 1
 1 0 1 0 0 0 1 1 1 1 1 0 1 1 0 0 1 0 0 1 1 1 0 0 0 1 1 0 0 1 0 1 1 1 1 1 1
 0 0 0 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 0]"
57	3-(3,5-dioxo-2,3,4,5-tetrahydro-1,2,4-triazin-6-yl)-N'-[3-methoxy-4-(2	-8.109579	1.508	442.488	281.6	141.55	-6.136	"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0
 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 1 1 0 0 0 0 0 1 0 1 0 0 1 1
 1 0 1 0 0 0 1 1 1 1 1 0 0 1 1 1 1 0 0 1 1 1 0 0 0 1 1 0 0 1 0 1 1 1 1 1 1
 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0]"
58	3-[2-(1,3-benzodioxol-5-yl)-2-oxoethyl]-3-hydroxy-5-methyl-1,3-dihydro	-6.753346	1.888	325.315	204.77	84.86	-3.141	"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0
 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 0 0 1 1 1 0 0 0 1 0 0 1 1 0 0 0 1 1
 0 1 1 0 0 0 1 0 0 1 1 0 1 0 1 0 1 0 0 0 1 1 0 0 1 1 1 0 1 1 0 0 1 1 1 1 0
 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0]"
59	3-[4-(1,3-benzodioxol-5-yl)-2-oxo-3-butenyl]-3-hydroxy-5-methyl-1,3-di	-7.243743	2.346	351.353	223.97	84.86	-4.152	"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0
 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 0 0 1 1 1 0 1 0 1 0 0 1 1 0 0 0 1 1
 0 1 1 0 0 0 1 0 0 1 1 0 1 0 1 0 1 0 0 0 1 1 0 0 1 1 1 0 1 1 0 0 1 1 1 1 0
 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0]"
60	3-#2-[(2-oxo-4-phenyl-3-pyrrolidinyl)carbonyl]carbohydrazonoyl#phenyl	-6.44451	3.693	483.515	308.69	106.09	-8.075	"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 1 0 1 0 1 1 0 0 0 0 0 1 0 1 1 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 1
 0 0 1 0 0 0 1 0 1 0 1 0 1 1 1 1 1 0 0 0 1 0 0 0 0 1 1 0 0 1 0 1 1 0 1 1 0
 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0]"
61	N#2#,N#4#-bis(3-methoxypropyl)asparagine	-6.473064	-1.953	284.393	199.96	113.63	-2.039	"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0 1 1 1 1 0 1 0 1 0 0 1 0 0 0 1 0 0 0 1 1 1
 1 0 0 0 1 1 1 1 0 0 0 0 1 0 0 1 0 1 1 0 1 1 0 0 0 1 0 1 1 1 0 1 0 0 0 1 1
 0 1 0 1 0 1 1 1 1 1 1 1 1 1 0 0 1 0 0]"
62	N-cinnamyl(methyl)homocysteine	-6.988893	1.603	273.435	193.1	91.37	-4.544	"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 0 1 1 0 1 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0
 1 0 0 0 1 1 0 1 0 0 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1
 0 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0]"
63	4-(2,5-dimethoxyanilino)-2-(hexylamino)-4-oxobutanoic acid	-8.825643	1.969	360.489	251.07	113.63	-4.602	"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 1 1 1 1 0 1 0 1 0 0 1 0 0 0 1 0 0 0 1 0 1
 1 0 1 1 1 1 1 1 0 0 0 0 1 0 0 1 1 1 1 0 1 1 1 0 1 1 0 0 1 1 1 1 1 1 0 1 1
 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0]"
64	N-#3-bromo-5-methoxy-4-[(4-methylbenzyl)oxy]benzyl#-N-(1H-1,2,4-triazo	-6.32444	3.836	403.273	242.5	72.06	-5.88	"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0
 0 0 0 1 0 1 1 0 1 1 0 0 0 1 0 0 1 0 0 1 1 0 1 0 0 0 1 0 0 0 0 0 1 1 0 1 0
 0 0 1 0 0 0 0 0 0 1 1 0 0 1 1 1 1 0 0 0 1 0 1 1 1 0 1 1 0 0 0 1 1 1 1 0 0
 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0]"
65	4-(#4-[(4-chlorobenzyl)oxy]-3-methoxybenzyl#amino)benzenesulfonamide	-7.956744	4.142	432.92	270.96	99.03	-6.841	"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1 1 1 0 0 1 0 0 1 0 1 0 0 1 1
 0 0 0 0 0 0 0 1 1 0 1 0 0 1 1 0 0 0 0 1 1 0 0 0 0 0 1 0 1 1 0 0 1 1 0 1 0
 0 1 1 0 0 0 1 0 0 0 0 0 0 1 1 1 1 0 0 1 1 0 1 1 1 1 0 1 0 1 0 1 1 1 1 1 0
 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0]"
66	3-[(3-bromo-4,5-dimethoxybenzyl)amino]-4-methylbenzoic acid	-6.256953	3.523	385.273	239.75	76.46	-5.511	"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0
 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 0 0 1 0 1 1 1 0 0 0 1 1 1 0 1 1 1 1 0
 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0]"
